"Olympics","Country","Medal","Event","Athlete","Record"
"Salt Lake City 2002","People's Republic of China","Bronze","5000m relay men","JiaJun LI",""
"Salt Lake City 2002","People's Republic of China","Bronze","5000m relay men","Ye LI",""
"Salt Lake City 2002","Italy","Silver","5000m relay men","5000m relay",""
"Salt Lake City 2002","Italy","Silver","5000m relay men","Michele ANTONIOLI",""
"Salt Lake City 2002","Italy","Silver","5000m relay men","Maurizio CARNINO",""
"Salt Lake City 2002","Italy","Silver","5000m relay men","Fabio CARTA",""
"Salt Lake City 2002","Italy","Silver","5000m relay men","Nicola FRANCESCHINA",""
"Salt Lake City 2002","Italy","Silver","5000m relay men","Nicola RODIGARI",""
"Salt Lake City 2002","People's Republic of China","Gold","500m women","Yang YANG (A)",""
"Salt Lake City 2002","Bulgaria","Silver","500m women","Evgenia RADANOVA",""
"Salt Lake City 2002","People's Republic of China","Bronze","500m women","Chunlu WANG",""
"Salt Lake City 2002","People's Republic of China","Bronze","1000m women","Yang YANG (S)",""
"Salt Lake City 2002","Republic of Korea","Silver","1000m women","Gi-Hyun KO",""
"Salt Lake City 2002","People's Republic of China","Gold","1000m women","Yang YANG (A)",""
"Salt Lake City 2002","Bulgaria","Bronze","1500m women","Evgenia RADANOVA",""
"Salt Lake City 2002","Republic of Korea","Silver","1500m women","Eun-Kyung CHOI",""
"Salt Lake City 2002","Republic of Korea","Gold","1500m women","Gi-Hyun KO",""
"Salt Lake City 2002","Republic of Korea","Gold","3000m relay women","3000m relay KOREA",""
"Salt Lake City 2002","Republic of Korea","Gold","3000m relay women","Eun-Kyung CHOI",""
"Salt Lake City 2002","Republic of Korea","Gold","3000m relay women","Min Kyung CHOI",""
"Salt Lake City 2002","Republic of Korea","Gold","3000m relay women","Min-Jin JOO",""
"Salt Lake City 2002","Republic of Korea","Gold","3000m relay women","Hye-Won PARK",""
"Salt Lake City 2002","People's Republic of China","Silver","3000m relay women","3000m relay CHINA",""
"Salt Lake City 2002","People's Republic of China","Silver","3000m relay women","Dandan SUN",""
"Salt Lake City 2002","People's Republic of China","Silver","3000m relay women","Chunlu WANG",""
"Salt Lake City 2002","People's Republic of China","Silver","3000m relay women","Yang YANG (A)",""
"Salt Lake City 2002","People's Republic of China","Silver","3000m relay women","Yang YANG (S)",""
"Salt Lake City 2002","Canada","Bronze","3000m relay women","3000m relay",""
"Salt Lake City 2002","Canada","Bronze","3000m relay women","Isabelle CHAREST",""
"Salt Lake City 2002","Canada","Bronze","3000m relay women","Marie-Eve DROLET",""
"Salt Lake City 2002","Canada","Bronze","3000m relay women","Amelie GOULET-NADON",""
"Salt Lake City 2002","Canada","Bronze","3000m relay women","Alanna KRAUS",""
"Salt Lake City 2002","Canada","Bronze","3000m relay women","Tania VICENT",""
"Salt Lake City 2002","Norway","Gold","alpine combined","Kjetil Andre AAMODT",""
"Salt Lake City 2002","United States of America","Silver","alpine combined","Bode MILLER",""
"Salt Lake City 2002","Austria","Bronze","alpine combined","Benjamin RAICH",""
"Salt Lake City 2002","Croatia","Gold","alpine combined","Janica KOSTELIC",""
"Salt Lake City 2002","Austria","Silver","alpine combined","Renate GOETSCHL",""
"Salt Lake City 2002","Germany","Bronze","alpine combined","Martina ERTL",""
"Salt Lake City 2002","Norway","Silver","downhill men","Lasse KJUS",""
"Salt Lake City 2002","Austria","Bronze","downhill men","Stephan EBERHARTER",""
"Salt Lake City 2002","Austria","Gold","downhill men","Fritz STROBL",""
"Salt Lake City 2002","United States of America","Silver","giant slalom men","Bode MILLER",""
"Salt Lake City 2002","Norway","Bronze","giant slalom men","Lasse KJUS",""
"Salt Lake City 2002","Austria","Gold","giant slalom men","Stephan EBERHARTER",""
"Salt Lake City 2002","Norway","Gold","super-G men","Kjetil Andre AAMODT",""
"Salt Lake City 2002","Austria","Silver","super-G men","Stephan EBERHARTER",""
"Salt Lake City 2002","Austria","Bronze","super-G men","Andreas SCHIFFERER",""
"Salt Lake City 2002","France","Gold","downhill women","Carole MONTILLET-CARLES",""
"Salt Lake City 2002","Italy","Silver","downhill women","Isolde KOSTNER",""
"Salt Lake City 2002","Austria","Bronze","downhill women","Renate GOETSCHL",""
"Salt Lake City 2002","France","Silver","slalom women","Laure PEQUEGNOT",""
"Salt Lake City 2002","Sweden","Bronze","slalom women","Anja PAERSON",""
"Salt Lake City 2002","Croatia","Gold","slalom women","Janica KOSTELIC",""
"Salt Lake City 2002","Croatia","Gold","giant slalom women","Janica KOSTELIC",""
"Salt Lake City 2002","Sweden","Silver","giant slalom women","Anja PAERSON",""
"Salt Lake City 2002","Switzerland","Bronze","giant slalom women","Sonja NEF",""
"Salt Lake City 2002","Italy","Gold","super-G women","Daniela CECCARELLI",""
"Salt Lake City 2002","Croatia","Silver","super-G women","Janica KOSTELIC",""
"Salt Lake City 2002","Italy","Bronze","super-G women","Karen PUTZER",""
"Salt Lake City 2002","Norway","Gold","10km men","Ole Einar BJOERNDALEN",""
"Salt Lake City 2002","Germany","Silver","10km men","Sven FISCHER",""
"Salt Lake City 2002","Austria","Bronze","10km men","Wolfgang PERNER",""
"Salt Lake City 2002","Norway","Gold","20km men","Ole Einar BJOERNDALEN",""
"Salt Lake City 2002","Germany","Silver","20km men","Frank LUCK",""
"Salt Lake City 2002","Russian Federation","Bronze","20km men","Victor MAIGOUROV",""
"Salt Lake City 2002","Norway","Gold","4x7.5km relay men","4x7.5km relay",""
"Salt Lake City 2002","Norway","Gold","4x7.5km relay men","Frode ANDRESEN",""
"Salt Lake City 2002","Norway","Gold","4x7.5km relay men","Ole Einar BJOERNDALEN",""
"Salt Lake City 2002","Norway","Gold","4x7.5km relay men","Egil GJELLAND",""
"Salt Lake City 2002","Norway","Gold","4x7.5km relay men","Halvard HANEVOLD",""
"Salt Lake City 2002","Germany","Silver","4x7.5km relay men","4x7.5km relay",""
"Salt Lake City 2002","Germany","Silver","4x7.5km relay men","Sven FISCHER",""
"Salt Lake City 2002","Germany","Silver","4x7.5km relay men","Frank LUCK",""
"Salt Lake City 2002","Germany","Silver","4x7.5km relay men","Ricco GROSS",""
"Salt Lake City 2002","Germany","Silver","4x7.5km relay men","Peter SENDEL",""
"Salt Lake City 2002","France","Bronze","4x7.5km relay men","4x7.5km relay",""
"Salt Lake City 2002","France","Bronze","4x7.5km relay men","Vincent DEFRASNE",""
"Salt Lake City 2002","France","Bronze","4x7.5km relay men","Gilles MARGUET",""
"Salt Lake City 2002","France","Bronze","4x7.5km relay men","Raphael POIREE",""
"Salt Lake City 2002","France","Bronze","4x7.5km relay men","Julien ROBERT",""
"Salt Lake City 2002","Norway","Gold","12.5km pursuit men","Ole Einar BJOERNDALEN",""
"Salt Lake City 2002","France","Silver","12.5km pursuit men","Raphael POIREE",""
"Salt Lake City 2002","Germany","Bronze","12.5km pursuit men","Ricco GROSS",""
"Salt Lake City 2002","Germany","Gold","7.5km women","Kati WILHELM",""
"Salt Lake City 2002","Germany","Silver","7.5km women","Uschi DISL",""
"Salt Lake City 2002","Sweden","Bronze","7.5km women","Magdalena FORSBERG",""
"Salt Lake City 2002","Germany","Gold","15km women","Andrea HENKEL",""
"Salt Lake City 2002","Norway","Silver","15km women","Liv Grete POIREE",""
"Salt Lake City 2002","Sweden","Bronze","15km women","Magdalena FORSBERG",""
"Salt Lake City 2002","Germany","Gold","4x7.5km relay","4x7.5km relay",""
"Salt Lake City 2002","Germany","Gold","4x7.5km relay","Katrin APEL",""
"Salt Lake City 2002","Germany","Gold","4x7.5km relay","Uschi DISL",""
"Salt Lake City 2002","Germany","Gold","4x7.5km relay","Andrea HENKEL",""
"Salt Lake City 2002","Germany","Gold","4x7.5km relay","Kati WILHELM",""
"Salt Lake City 2002","Norway","Silver","4x7.5km relay","4x7.5km relay",""
"Salt Lake City 2002","Norway","Silver","4x7.5km relay","Gunn Margit ANDREASSEN",""
"Salt Lake City 2002","Norway","Silver","4x7.5km relay","Liv Grete POIREE",""
"Salt Lake City 2002","Norway","Silver","4x7.5km relay","Ann Elen SKJELBREID",""
"Salt Lake City 2002","Norway","Silver","4x7.5km relay","Linda TJOERHOM",""
"Salt Lake City 2002","Russian Federation","Bronze","4x7.5km relay","4x7.5km relay RUSSIA",""
"Salt Lake City 2002","Russian Federation","Bronze","4x7.5km relay","Albina AKHATOVA",""
"Salt Lake City 2002","Russian Federation","Bronze","4x7.5km relay","Svetlana ISHMOURATOVA",""
"Salt Lake City 2002","Russian Federation","Bronze","4x7.5km relay","Galina KOUKLEVA",""
"Salt Lake City 2002","Russian Federation","Bronze","4x7.5km relay","Olga PYLEVA",""
"Salt Lake City 2002","Russian Federation","Gold","10km pursuit women","Olga PYLEVA",""
"Salt Lake City 2002","Germany","Silver","10km pursuit women","Kati WILHELM",""
"Salt Lake City 2002","Bulgaria","Bronze","10km pursuit women","Irina NIKOULTCHINA",""
"Salt Lake City 2002","Norway","Gold","4x10km relay men","4x10km relay",""
"Salt Lake City 2002","Norway","Gold","4x10km relay men","Thomas ALSGAARD",""
"Salt Lake City 2002","Norway","Gold","4x10km relay men","Anders AUKLAND",""
"Salt Lake City 2002","Norway","Gold","4x10km relay men","Frode ESTIL",""
"Salt Lake City 2002","Norway","Gold","4x10km relay men","Kristen SKJELDAL",""
"Salt Lake City 2002","Italy","Silver","4x10km relay men","4x10km relay",""
"Salt Lake City 2002","Italy","Silver","4x10km relay men","Giorgio DI CENTA",""
"Salt Lake City 2002","Italy","Silver","4x10km relay men","Fabio MAJ",""
"Salt Lake City 2002","Italy","Silver","4x10km relay men","Pietro PILLER COTTRER",""
"Salt Lake City 2002","Italy","Silver","4x10km relay men","Cristian ZORZI",""
"Salt Lake City 2002","Germany","Bronze","4x10km relay men","4x10km relay",""
"Salt Lake City 2002","Germany","Bronze","4x10km relay men","Tobias ANGERER",""
"Salt Lake City 2002","Germany","Bronze","4x10km relay men","Jens FILBRICH",""
"Salt Lake City 2002","Germany","Bronze","4x10km relay men","Andreas SCHLUETTER",""
"Salt Lake City 2002","Germany","Bronze","4x10km relay men","Rene SOMMERFELDT",""
"Salt Lake City 2002","Italy","Gold","15km mass start","Stefania BELMONDO",""
"Salt Lake City 2002","Czech Republic","Silver","15km mass start","Katerina NEUMANNOVA",""
"Salt Lake City 2002","Russian Federation","Bronze","15km mass start","Julija TCHEPALOVA",""
"Salt Lake City 2002","Norway","Gold","curling men","Curling",""
"Salt Lake City 2002","Norway","Gold","curling men","Curling",""
"Salt Lake City 2002","Norway","Gold","curling men","Curling",""
"Salt Lake City 2002","Norway","Gold","curling men","Curling",""
"Salt Lake City 2002","Norway","Gold","curling men","Curling",""
"Salt Lake City 2002","Norway","Gold","curling men","Curling",""
"Salt Lake City 2002","Canada","Silver","curling men","curling",""
"Salt Lake City 2002","Canada","Silver","curling men","Kevin MARTIN",""
"Salt Lake City 2002","Canada","Silver","curling men","Don WALCHUK",""
"Salt Lake City 2002","Canada","Silver","curling men","Carter RYCROFT",""
"Salt Lake City 2002","Canada","Silver","curling men","Don BARTLETT",""
"Salt Lake City 2002","Canada","Silver","curling men","Ken TRALNBERG",""
"Salt Lake City 2002","Switzerland","Bronze","curling men","curling",""
"Salt Lake City 2002","Switzerland","Bronze","curling men","Andreas SCHWALLER",""
"Salt Lake City 2002","Switzerland","Bronze","curling men","Christof SCHWALLER",""
"Salt Lake City 2002","Switzerland","Bronze","curling men","Markus EGGLER",""
"Salt Lake City 2002","Switzerland","Bronze","curling men","Damian GRICHTING",""
"Salt Lake City 2002","Switzerland","Bronze","curling men","Marco RAMSTEIN",""
"Salt Lake City 2002","Switzerland","Silver","curling women","curling",""
"Salt Lake City 2002","Switzerland","Silver","curling women","Luzia EBNOETHER",""
"Salt Lake City 2002","Switzerland","Silver","curling women","Mirjam OTT",""
"Salt Lake City 2002","Switzerland","Silver","curling women","Tanya FREI",""
"Salt Lake City 2002","Switzerland","Silver","curling women","Laurence BIDAUD",""
"Salt Lake City 2002","Switzerland","Silver","curling women","Nadia ROETHLISBERGER",""
"Salt Lake City 2002","Canada","Bronze","curling women","curling",""
"Salt Lake City 2002","Canada","Bronze","curling women","Kelley LAW",""
"Salt Lake City 2002","Canada","Bronze","curling women","Julie SKINNER",""
"Salt Lake City 2002","Canada","Bronze","curling women","Georgina WHEATCROFT",""
"Salt Lake City 2002","Canada","Bronze","curling women","Diane NELSON",""
"Salt Lake City 2002","Canada","Bronze","curling women","Cheryl NOBLE",""
"Salt Lake City 2002","Great Britain","Gold","curling women","curling",""
"Salt Lake City 2002","Great Britain","Gold","curling women","Rhona MARTIN",""
"Salt Lake City 2002","Great Britain","Gold","curling women","Debbie KNOX",""
"Salt Lake City 2002","Great Britain","Gold","curling women","Fiona MACDONALD",""
"Salt Lake City 2002","Great Britain","Gold","curling women","Janice RANKIN",""
"Salt Lake City 2002","Great Britain","Gold","curling women","Margaret MORTON",""
"Salt Lake City 2002","Finland","Gold","moguls men","Janne LAHTELA",""
"Salt Lake City 2002","United States of America","Silver","moguls men","Travis MAYER",""
"Salt Lake City 2002","France","Bronze","moguls men","Richard GAY",""
"Salt Lake City 2002","Czech Republic","Gold","aerials men","Ales VALENTA",""
"Salt Lake City 2002","United States of America","Silver","aerials men","Joe PACK",""
"Salt Lake City 2002","Belarus","Bronze","aerials men","Alexei GRICHIN",""
"Salt Lake City 2002","Norway","Gold","moguls women","Kari TRAA",""
"Salt Lake City 2002","United States of America","Silver","moguls women","Shannon BAHRKE",""
"Salt Lake City 2002","Japan","Bronze","moguls women","Tae SATOYA",""
"Salt Lake City 2002","Australia","Gold","aerials women","Alisa CAMPLIN",""
"Salt Lake City 2002","Canada","Silver","aerials women","Veronica BRENNER",""
"Salt Lake City 2002","Canada","Bronze","aerials women","Deidra DIONNE",""
"Salt Lake City 2002","Canada","Gold","ice hockey men","ice hockey",""
"Salt Lake City 2002","Canada","Gold","ice hockey men","Mario LEMIEUX",""
"Salt Lake City 2002","Canada","Gold","ice hockey men","Paul KARIYA",""
"Salt Lake City 2002","Canada","Gold","ice hockey men","Ed JOVANOVSKI",""
"Salt Lake City 2002","Canada","Gold","ice hockey men","Curtis JOSEPH",""
"Salt Lake City 2002","Canada","Gold","ice hockey men","Jarome IGINLA",""
"Salt Lake City 2002","Canada","Gold","ice hockey men","Simon GAGNE",""
"Salt Lake City 2002","Canada","Gold","ice hockey men","Chris PRONGER",""
"Salt Lake City 2002","Canada","Gold","ice hockey men","Mike PECA",""
"Salt Lake City 2002","Canada","Gold","ice hockey men","Owen NOLAN",""
"Salt Lake City 2002","Canada","Gold","ice hockey men","Joe NIEUWENDYK",""
"Salt Lake City 2002","Canada","Gold","ice hockey men","Scott NIEDERMAYER",""
"Salt Lake City 2002","Canada","Gold","ice hockey men","Adam FOOTE",""
"Salt Lake City 2002","Canada","Gold","ice hockey men","Theo FLEURY",""
"Salt Lake City 2002","Canada","Gold","ice hockey men","Martin BRODEUR",""
"Salt Lake City 2002","Canada","Gold","ice hockey men","Eric BREWER",""
"Salt Lake City 2002","Canada","Gold","ice hockey men","Rob BLAKE",""
"Salt Lake City 2002","Canada","Gold","ice hockey men","Ed BELFOUR",""
"Salt Lake City 2002","Canada","Gold","ice hockey men","Steve YZERMAN",""
"Salt Lake City 2002","Canada","Gold","ice hockey men","Ryan SMYTH",""
"Salt Lake City 2002","Canada","Gold","ice hockey men","Brendan SHANAHAN",""
"Salt Lake City 2002","Canada","Gold","ice hockey men","Joe SAKIC",""
"Salt Lake City 2002","Canada","Gold","ice hockey men","Al MACINNIS",""
"Salt Lake City 2002","Canada","Gold","ice hockey men","Eric LINDROS",""
"Salt Lake City 2002","United States of America","Silver","ice hockey men","ice hockey USA",""
"Salt Lake City 2002","United States of America","Silver","ice hockey men","Bill GUERIN",""
"Salt Lake City 2002","United States of America","Silver","ice hockey men","Mike DUNHAM",""
"Salt Lake City 2002","United States of America","Silver","ice hockey men","Chris DRURY",""
"Salt Lake City 2002","United States of America","Silver","ice hockey men","Aaron MILLER",""
"Salt Lake City 2002","United States of America","Silver","ice hockey men","Adam DEADMARSH",""
"Salt Lake City 2002","United States of America","Silver","ice hockey men","Mike RICHTER",""
"Salt Lake City 2002","United States of America","Silver","ice hockey men","Tom POTI",""
"Salt Lake City 2002","United States of America","Silver","ice hockey men","Scott YOUNG",""
"Salt Lake City 2002","United States of America","Silver","ice hockey men","Doug WEIGHT",""
"Salt Lake City 2002","United States of America","Silver","ice hockey men","Keith TKACHUK",""
"Salt Lake City 2002","United States of America","Silver","ice hockey men","Chris CHELIOS",""
"Salt Lake City 2002","United States of America","Silver","ice hockey men","Tony AMONTE",""
"Salt Lake City 2002","United States of America","Silver","ice hockey men","Phil HOUSLEY",""
"Salt Lake City 2002","United States of America","Silver","ice hockey men","Mike YORK",""
"Salt Lake City 2002","United States of America","Silver","ice hockey men","Brian ROLSTON",""
"Salt Lake City 2002","United States of America","Silver","ice hockey men","Tom BARRASSO",""
"Salt Lake City 2002","United States of America","Silver","ice hockey men","Gary SUTER",""
"Salt Lake City 2002","United States of America","Silver","ice hockey men","Jeremy ROENICK",""
"Salt Lake City 2002","United States of America","Silver","ice hockey men","Brian RAFALSKI",""
"Salt Lake City 2002","United States of America","Silver","ice hockey men","Mike MODANO",""
"Salt Lake City 2002","United States of America","Silver","ice hockey men","Brian LEETCH",""
"Salt Lake City 2002","United States of America","Silver","ice hockey men","John LECLAIR",""
"Salt Lake City 2002","United States of America","Silver","ice hockey men","Brett HULL",""
"Salt Lake City 2002","Russian Federation","Bronze","ice hockey men","ice hockey RUSSIA",""
"Salt Lake City 2002","Russian Federation","Bronze","ice hockey men","Yegor PODOMATSKY",""
"Salt Lake City 2002","Russian Federation","Bronze","ice hockey men","Daniil MARKOV",""
"Salt Lake City 2002","Russian Federation","Bronze","ice hockey men","Alexei KOVALEV",""
"Salt Lake City 2002","Russian Federation","Bronze","ice hockey men","Vladimir MALAKHOV",""
"Salt Lake City 2002","Russian Federation","Bronze","ice hockey men","Alexey ZHAMNOV",""
"Salt Lake City 2002","Russian Federation","Bronze","ice hockey men","Sergei GONCHAR",""
"Salt Lake City 2002","Russian Federation","Bronze","ice hockey men","Darius KASPARAITIS",""
"Salt Lake City 2002","Russian Federation","Bronze","ice hockey men","Pavel DATSYUK",""
"Salt Lake City 2002","Russian Federation","Bronze","ice hockey men","Igor KRAVCHUK",""
"Salt Lake City 2002","Russian Federation","Bronze","ice hockey men","Oleg TVERDOVSKY",""
"Salt Lake City 2002","Russian Federation","Bronze","ice hockey men","Pavel BURE",""
"Salt Lake City 2002","Russian Federation","Bronze","ice hockey men","Igor LARIONOV",""
"Salt Lake City 2002","Russian Federation","Bronze","ice hockey men","Sergei FEDOROV",""
"Salt Lake City 2002","Russian Federation","Bronze","ice hockey men","Alexei YASHIN",""
"Salt Lake City 2002","Russian Federation","Bronze","ice hockey men","Nikolai KHABIBULIN",""
"Salt Lake City 2002","Russian Federation","Bronze","ice hockey men","Boris MIRONOV",""
"Salt Lake City 2002","Russian Federation","Bronze","ice hockey men","Sergei SAMSONOV",""
"Salt Lake City 2002","Russian Federation","Bronze","ice hockey men","Valeri BURE",""
"Salt Lake City 2002","Russian Federation","Bronze","ice hockey men","Maxim AFINOGENOV",""
"Salt Lake City 2002","Russian Federation","Bronze","ice hockey men","Ilja BRYZGALOV",""
"Salt Lake City 2002","Russian Federation","Bronze","ice hockey men","Ilya KOVALCHUK",""
"Salt Lake City 2002","Russian Federation","Bronze","ice hockey men","Andrei NIKOLISHIN",""
"Salt Lake City 2002","Russian Federation","Bronze","ice hockey men","Oleg KVASHA",""
"Salt Lake City 2002","Canada","Gold","ice hockey women","ice hockey",""
"Salt Lake City 2002","Canada","Gold","ice hockey women","Colleen SOSTORICS",""
"Salt Lake City 2002","Canada","Gold","ice hockey women","Lori DUPUIS",""
"Salt Lake City 2002","Canada","Gold","ice hockey women","Isabelle CHARTRAND",""
"Salt Lake City 2002","Canada","Gold","ice hockey women","Cassie CAMPBELL",""
"Salt Lake City 2002","Canada","Gold","ice hockey women","Therese BRISSON",""
"Salt Lake City 2002","Canada","Gold","ice hockey women","Jennifer BOTTERILL",""
"Salt Lake City 2002","Canada","Gold","ice hockey women","Kelly BECHARD",""
"Salt Lake City 2002","Canada","Gold","ice hockey women","Sami Jo SMALL",""
"Salt Lake City 2002","Canada","Gold","ice hockey women","Tammy Lee SHEWCHUK",""
"Salt Lake City 2002","Canada","Gold","ice hockey women","Cheryl POUNDER",""
"Salt Lake City 2002","Canada","Gold","ice hockey women","Cherie PIPER",""
"Salt Lake City 2002","Canada","Gold","ice hockey women","Caroline OUELLETTE",""
"Salt Lake City 2002","Canada","Gold","ice hockey women","Becky KELLAR",""
"Salt Lake City 2002","Canada","Gold","ice hockey women","Jayna HEFFORD",""
"Salt Lake City 2002","Canada","Gold","ice hockey women","Geraldine HEANEY",""
"Salt Lake City 2002","Canada","Gold","ice hockey women","Danielle GOYETTE",""
"Salt Lake City 2002","Canada","Gold","ice hockey women","Dana ANTAL",""
"Salt Lake City 2002","Canada","Gold","ice hockey women","Hayley WICKENHEISER",""
"Salt Lake City 2002","Canada","Gold","ice hockey women","Vicky SUNOHARA",""
"Salt Lake City 2002","Canada","Gold","ice hockey women","Kim ST-PIERRE",""
"Salt Lake City 2002","United States of America","Silver","ice hockey women","ice hockey USA",""
"Salt Lake City 2002","United States of America","Silver","ice hockey women","Krissy WENDELL",""
"Salt Lake City 2002","United States of America","Silver","ice hockey women","Lyndsay WALL",""
"Salt Lake City 2002","United States of America","Silver","ice hockey women","Sarah TUETING",""
"Salt Lake City 2002","United States of America","Silver","ice hockey women","Angela RUGGIERO",""
"Salt Lake City 2002","United States of America","Silver","ice hockey women","Cammi GRANATO",""
"Salt Lake City 2002","United States of America","Silver","ice hockey women","Tricia DUNN-LUOMA",""
"Salt Lake City 2002","United States of America","Silver","ice hockey women","Sara DECOSTA",""
"Salt Lake City 2002","United States of America","Silver","ice hockey women","Natalie DARWITZ",""
"Salt Lake City 2002","United States of America","Silver","ice hockey women","Julie CHU",""
"Salt Lake City 2002","United States of America","Silver","ice hockey women","Karyn BYE",""
"Salt Lake City 2002","United States of America","Silver","ice hockey women","Laurie BAKER",""
"Salt Lake City 2002","United States of America","Silver","ice hockey women","Chris BAILEY",""
"Salt Lake City 2002","United States of America","Silver","ice hockey women","Jenny POTTER",""
"Salt Lake City 2002","United States of America","Silver","ice hockey women","Tara MOUNSEY",""
"Salt Lake City 2002","United States of America","Silver","ice hockey women","Allison MLECZKO",""
"Salt Lake City 2002","United States of America","Silver","ice hockey women","Sue MERZ",""
"Salt Lake City 2002","United States of America","Silver","ice hockey women","Shelley LOONEY",""
"Salt Lake City 2002","United States of America","Silver","ice hockey women","Katie KING",""
"Salt Lake City 2002","United States of America","Silver","ice hockey women","Andrea KILBOURNE",""
"Salt Lake City 2002","United States of America","Silver","ice hockey women","Courtney KENNEDY",""
"Salt Lake City 2002","Sweden","Bronze","ice hockey women","ice hockey",""
"Salt Lake City 2002","Sweden","Bronze","ice hockey women","Anna VIKMAN",""
"Salt Lake City 2002","Sweden","Bronze","ice hockey women","Therese SJOLANDER",""
"Salt Lake City 2002","Sweden","Bronze","ice hockey women","Evelina SAMUELSSON",""
"Salt Lake City 2002","Sweden","Bronze","ice hockey women","Nanna JANSSON",""
"Salt Lake City 2002","Sweden","Bronze","ice hockey women","Erika HOLST",""
"Salt Lake City 2002","Sweden","Bronze","ice hockey women","Joa ELFSBERG",""
"Salt Lake City 2002","Sweden","Bronze","ice hockey women","Ann-Louise EDSTRAND",""
"Salt Lake City 2002","Sweden","Bronze","ice hockey women","Kristina BERGSTRAND",""
"Salt Lake City 2002","Sweden","Bronze","ice hockey women","Emelie BERGGREN",""
"Salt Lake City 2002","Sweden","Bronze","ice hockey women","Anna ANDERSSON",""
"Salt Lake City 2002","Sweden","Bronze","ice hockey women","Danijela RUNDQVIST",""
"Salt Lake City 2002","Sweden","Bronze","ice hockey women","Maria ROOTH",""
"Salt Lake City 2002","Sweden","Bronze","ice hockey women","Josefin PETTERSSON",""
"Salt Lake City 2002","Sweden","Bronze","ice hockey women","Ulrica LINDSTROM",""
"Salt Lake City 2002","Sweden","Bronze","ice hockey women","Ylva LINDBERG",""
"Salt Lake City 2002","Sweden","Bronze","ice hockey women","Maria LARSSON",""
"Salt Lake City 2002","Sweden","Bronze","ice hockey women","Gunilla ANDERSSON",""
"Salt Lake City 2002","Sweden","Bronze","ice hockey women","Lotta ALMBLAD",""
"Salt Lake City 2002","Sweden","Bronze","ice hockey women","Kim MARTIN",""
"Salt Lake City 2002","Sweden","Bronze","ice hockey women","Annica AHLEN",""
"Salt Lake City 2002","Finland","Gold","individual","Samppa LAJUNEN",""
"Salt Lake City 2002","Finland","Silver","individual","Jaakko TALLUS",""
"Salt Lake City 2002","Austria","Bronze","individual","Felix GOTTWALD",""
"Salt Lake City 2002","Finland","Gold","Team","Team",""
"Salt Lake City 2002","Finland","Gold","Team","Jari MANTILA",""
"Salt Lake City 2002","Finland","Gold","Team","Hannu MANNINEN",""
"Salt Lake City 2002","Finland","Gold","Team","Jaakko TALLUS",""
"Salt Lake City 2002","Finland","Gold","Team","Samppa LAJUNEN",""
"Salt Lake City 2002","Germany","Silver","Team","Team",""
"Salt Lake City 2002","Germany","Silver","Team","Bjoern KIRCHEISEN",""
"Salt Lake City 2002","Germany","Silver","Team","Georg HETTICH",""
"Salt Lake City 2002","Germany","Silver","Team","Marcel HOEHLIG",""
"Salt Lake City 2002","Germany","Silver","Team","Ronny ACKERMANN",""
"Salt Lake City 2002","Austria","Bronze","Team","Team",""
"Salt Lake City 2002","Austria","Bronze","Team","Christoph BIELER",""
"Salt Lake City 2002","Austria","Bronze","Team","Michael GRUBER",""
"Salt Lake City 2002","Austria","Bronze","Team","Mario STECHER",""
"Salt Lake City 2002","Austria","Bronze","Team","Felix GOTTWALD",""
"Salt Lake City 2002","Finland","Gold","sprint","Samppa LAJUNEN",""
"Salt Lake City 2002","Germany","Silver","sprint","Ronny ACKERMANN",""
"Salt Lake City 2002","Austria","Bronze","sprint","Felix GOTTWALD",""
"Salt Lake City 2002","United States of America","Gold","Half-pipe men","Ross POWERS",""
"Salt Lake City 2002","United States of America","Silver","Half-pipe men","Daniel KASS",""
"Salt Lake City 2002","United States of America","Bronze","Half-pipe men","Jarret THOMAS",""
"Salt Lake City 2002","United States of America","Gold","Half-pipe women","Kelly CLARK",""
"Salt Lake City 2002","France","Silver","Half-pipe women","Doriane VIDAL",""
"Salt Lake City 2002","Switzerland","Bronze","Half-pipe women","Fabienne REUTELER",""
"Salt Lake City 2002","Switzerland","Gold","K90 individual (70m) men","Simon AMMANN",""
"Salt Lake City 2002","Germany","Silver","K90 individual (70m) men","Sven HANNAWALD",""
"Salt Lake City 2002","Poland","Bronze","K90 individual (70m) men","Adam MALYSZ",""
"Salt Lake City 2002","Switzerland","Gold","K120 individual (90m) men","Simon AMMANN",""
"Salt Lake City 2002","Poland","Silver","K120 individual (90m) men","Adam MALYSZ",""
"Salt Lake City 2002","Finland","Bronze","K120 individual (90m) men","Matti HAUTAMAEKI",""
"Salt Lake City 2002","Germany","Gold","K120 team (90m) men","Michael UHRMANN",""
"Salt Lake City 2002","Germany","Gold","K120 team (90m) men","K120 team (90m)",""
"Salt Lake City 2002","Germany","Gold","K120 team (90m) men","Stephan HOCKE",""
"Salt Lake City 2002","Germany","Gold","K120 team (90m) men","Sven HANNAWALD",""
"Salt Lake City 2002","Germany","Gold","K120 team (90m) men","Martin SCHMITT",""
"Salt Lake City 2002","Finland","Silver","K120 team (90m) men","K120 team (90m)",""
"Salt Lake City 2002","Finland","Silver","K120 team (90m) men","Janne AHONEN",""
"Salt Lake City 2002","Finland","Silver","K120 team (90m) men","Matti HAUTAMAEKI",""
